caller_id,recipient_id,date,time,duration,tower_id,prefecture,hour
CHK6RZDS,MPQMSOBP,2020-03-14,19:17:31,99,tower25,DANKPEN,19
9B0R7O7F,FMFIYFMH,2020-03-14,19:29:28,101,tower60,LOME COMMUNE,19
HNHOUXJM,SJ02XAIM,2020-03-14,19:36:55,63,tower16,ANIE,19
MPQMSOBP,Q5BK8XEM,2020-03-14,19:42:57,53,tower78,TCHAMBA,19
CHK6RZDS,UW3JX66G,2020-03-14,19:44:53,104,tower29,DOUFELGOU,19
B5ZATI54,8URS19PI,2020-03-14,19:45:42,76,tower36,GOLFE,19
6I3K0MVW,Q5BK8XEM,2020-03-14,19:58:31,86,tower67,MOYEN-MONO,19
6HEE149Y,SVK701Q4,2020-03-14,20:09:00,100,tower5,AGOE-NYIVE,20
88CD40YL,HWD6GQ16,2020-03-14,20:24:38,57,tower72,OGOU,20
DVO6WS7K,H3N42UUB,2020-03-14,20:46:29,70,tower47,KOZAH,20
MPQMSOBP,8URS19PI,2020-03-14,21:01:06,57,tower84,TCHAOUDJO,21
RR13MTWZ,3VZAX0RR,2020-03-14,21:13:48,96,tower70,OGOU,21
COD1SBB0,6I3K0MVW,2020-03-14,21:21:28,69,tower73,OTI,21
H3N42UUB,Z4G9GYD1,2020-03-14,21:39:42,71,tower53,LOME COMMUNE,21
OHGI1JNY,YDW44SWN,2020-03-14,21:54:58,88,tower55,LOME COMMUNE,21
7G2T9TPC,UHX8BQMK,2020-03-14,22:37:05,79,tower19,BASSAR,22
YWUR3EKV,786DVPTE,2020-03-14,22:43:06,92,tower29,DOUFELGOU,22
5M28L1MF,XZ8HC3LN,2020-03-14,22:46:54,62,tower54,LOME COMMUNE,22
06BA9LHR,23RJAXQ1,2020-03-14,23:08:57,102,tower45,KERAN,23
OHGI1JNY,CJEB2UOC,2020-03-14,23:11:51,128,tower58,LOME COMMUNE,23
S38K1ZXD,UPUH33XF,2020-03-14,23:13:46,95,tower52,LOME COMMUNE,23
UTP1PFWB,JTZ8NTNT,2020-03-14,23:21:48,97,tower95,AMOU,23
TEZK7G1F,QNE5AS6C,2020-03-14,23:34:59,98,tower74,OTI,23
TEZK7G1F,850ILZ3A,2020-03-14,23:35:01,71,tower99,KPENDJAL-OUEST,23
RXWZ61FH,B5ZATI54,2020-03-14,23:42:24,101,tower79,TCHAOUDJO,23
PUUV28Y3,64BII0RU,2020-03-14,23:46:18,84,tower58,LOME COMMUNE,23
UYRRM4JD,JTZ8NTNT,2020-03-14,23:58:00,98,tower15,ANIE,23
PUUV28Y3,IDOFCO72,2020-03-15,00:12:44,86,tower34,GOLFE,0
7G8IQ6MS,JRCMCAKE,2020-03-15,00:24:30,114,tower101,PLAINE DU MO,0
XAJI0Y6D,UTP1PFWB,2020-03-15,00:31:56,96,tower57,LOME COMMUNE,0
SB2GZAJU,DVO6WS7K,2020-03-15,00:33:49,97,tower36,GOLFE,0
DZX7JJ0X,VF8PQW02,2020-03-15,00:50:36,146,tower81,TCHAOUDJO,0
0706DUPJ,HDXVWMQ5,2020-03-15,00:59:36,68,tower57,LOME COMMUNE,0
Q5BK8XEM,UH87QXHH,2020-03-15,01:26:04,71,tower24,CINKASSE,1
CV9MTN0Y,RXXFANJ3,2020-03-15,01:39:59,116,tower84,TCHAOUDJO,1
2B4LACSW,CJEB2UOC,2020-03-15,02:21:26,61,tower9,AGOE-NYIVE,2
FWGZVNWU,GQZH5IFP,2020-03-15,02:43:19,68,tower35,GOLFE,2
TKBXHJOX,FQ1Z0P2T,2020-03-15,02:50:07,101,tower2,AGOE-NYIVE,2
YWUR3EKV,7ISEBFWJ,2020-03-15,02:52:41,90,tower18,ASSOLI,2
QQ8Z3DOV,OW8BY9KD,2020-03-15,03:06:17,72,tower28,DANYI,3
3H7ROWGG,L98725AW,2020-03-15,03:25:07,85,tower93,ZIO,3
FG4TKMTL,MPQMSOBP,2020-03-15,03:34:32,94,tower50,KPENDJAL,3
HDXVWMQ5,6RUMEMGE,2020-03-15,03:36:39,119,tower41,GOLFE,3
6HEE149Y,TEKPAR8P,2020-03-15,03:40:40,42,tower61,LOME COMMUNE,3
6EUR8NQU,Q5BK8XEM,2020-03-15,03:41:45,74,tower85,TCHAOUDJO,3
CHK6RZDS,1S9T7ERF,2020-03-15,03:43:38,114,tower29,DOUFELGOU,3
3H7ROWGG,5M28L1MF,2020-03-15,03:50:05,72,tower6,AGOE-NYIVE,3
3H7ROWGG,8TG8O2BF,2020-03-15,03:51:10,88,tower43,HAHO,3
UW3JX66G,OK4PTTMX,2020-03-15,03:54:44,65,tower13,AKEBOU,3
LFXCTNCS,8A0F9A5Y,2020-03-15,04:10:52,127,tower61,LOME COMMUNE,4
YDW44SWN,BWUDB7OK,2020-03-15,04:13:09,124,tower99,KPENDJAL-OUEST,4
I78A4ZYA,YDW44SWN,2020-03-15,04:29:22,65,tower62,LOME COMMUNE,4
R4DNBXGL,COD1SBB0,2020-03-15,04:35:42,86,tower98,KPENDJAL-OUEST,4
UHX8BQMK,I78A4ZYA,2020-03-15,04:40:29,108,tower34,GOLFE,4
LUJ3QL62,H3N42UUB,2020-03-15,04:46:36,117,tower40,GOLFE,4
CO9IM36S,6EUR8NQU,2020-03-15,04:50:20,133,tower88,TCHAOUDJO,4
GXMHRRRQ,D8F040KM,2020-03-15,04:58:11,79,tower90,WAWA,4
FWGZVNWU,PUUV28Y3,2020-03-15,05:03:47,96,tower39,GOLFE,5
QPB1YYRY,DGYF840Q,2020-03-15,05:07:18,124,tower95,AMOU,5
FQ1Z0P2T,JTZ8NTNT,2020-03-15,05:24:02,117,tower75,SOTOUBOUA,5
TKBXHJOX,N6OH31ZA,2020-03-15,05:37:41,110,tower54,LOME COMMUNE,5
UW3JX66G,ISF3IT7O,2020-03-15,05:39:19,91,tower27,DANYI,5
I8EZDI9H,SG8WV7D2,2020-03-15,05:45:56,133,tower6,AGOE-NYIVE,5
OG6WSZ4Y,QU7QSVGS,2020-03-15,05:55:34,162,tower50,KPENDJAL,5
JYY4GIFI,S38K1ZXD,2020-03-15,06:11:14,96,tower99,KPENDJAL-OUEST,6
MPQMSOBP,L1DKO6MV,2020-03-15,06:19:18,127,tower80,TCHAOUDJO,6
TM4KSMO9,LUJ3QL62,2020-03-15,06:23:58,111,tower99,KPENDJAL-OUEST,6
S38K1ZXD,6I3K0MVW,2020-03-15,06:29:05,88,tower92,YOTO,6
QK6RD0CH,7N3IRJTC,2020-03-15,06:34:40,83,tower50,KPENDJAL,6
QU7QSVGS,LFXCTNCS,2020-03-15,06:41:47,69,tower66,LOME COMMUNE,6
AZT67X0T,FQ1Z0P2T,2020-03-15,06:57:00,111,tower73,OTI,6
W6QZ7S00,BDOD6BTL,2020-03-15,06:59:50,83,tower22,BINAH,6
FG4TKMTL,QNE5AS6C,2020-03-15,07:03:28,104,tower73,OTI,7
CO9IM36S,786DVPTE,2020-03-15,07:28:32,89,tower85,TCHAOUDJO,7
UYRRM4JD,DZX7JJ0X,2020-03-15,07:29:38,114,tower15,ANIE,7
9B0R7O7F,1DJTB0AG,2020-03-15,07:39:55,116,tower36,GOLFE,7
4SEEL57M,QPB1YYRY,2020-03-15,07:40:07,88,tower28,DANYI,7
3VZAX0RR,NIF6UYTN,2020-03-15,08:06:19,84,tower37,GOLFE,8
TM4KSMO9,5M28L1MF,2020-03-15,08:11:25,65,tower98,KPENDJAL-OUEST,8
1DJTB0AG,EW1CU6MB,2020-03-15,08:11:27,106,tower39,GOLFE,8
SB2GZAJU,HDXVWMQ5,2020-03-15,08:13:05,126,tower6,AGOE-NYIVE,8
IDXIWF9Y,0HHVC11B,2020-03-15,08:18:46,163,tower55,LOME COMMUNE,8
FMFIYFMH,DZX7JJ0X,2020-03-15,08:21:24,105,tower72,OGOU,8
6HEE149Y,KQTDS8US,2020-03-15,08:23:18,103,tower7,AGOE-NYIVE,8
E35NJHCH,BWUDB7OK,2020-03-15,08:23:42,76,tower13,AKEBOU,8
OHGI1JNY,FMFIYFMH,2020-03-15,08:27:59,135,tower9,AGOE-NYIVE,8
UTP1PFWB,GXMHRRRQ,2020-03-15,08:29:32,97,tower14,AKEBOU,8
NRPQOXJW,6HEE149Y,2020-03-15,08:31:10,89,tower54,LOME COMMUNE,8
6EUR8NQU,RH9604A1,2020-03-15,08:52:19,54,tower80,TCHAOUDJO,8
YDW44SWN,6KQE9FYV,2020-03-15,08:59:16,76,tower98,KPENDJAL-OUEST,8
W6QZ7S00,CO9IM36S,2020-03-15,09:05:07,135,tower44,KERAN,9
QNE5AS6C,8TG8O2BF,2020-03-15,09:05:45,78,tower100,PLAINE DU MO,9
GXMHRRRQ,ISF3IT7O,2020-03-15,09:07:53,105,tower96,AMOU,9
8FA9GEXM,UPUH33XF,2020-03-15,09:17:50,65,tower53,LOME COMMUNE,9
CO9IM36S,UHX8BQMK,2020-03-15,09:36:20,104,tower82,TCHAOUDJO,9
RH9604A1,4SEEL57M,2020-03-15,09:43:53,106,tower85,TCHAOUDJO,9
GXMHRRRQ,RJWIR8DL,2020-03-15,09:45:19,126,tower70,OGOU,9
6I3K0MVW,UYRRM4JD,2020-03-15,09:53:49,81,tower0,AGOE-NYIVE,9
RWO7A9Z2,LFXCTNCS,2020-03-15,10:20:33,91,tower5,AGOE-NYIVE,10
TM4KSMO9,GXMHRRRQ,2020-03-15,10:25:41,87,tower97,OTI-SUD,10
3VZAX0RR,3D70JPBF,2020-03-15,10:28:29,97,tower60,LOME COMMUNE,10
RXWZ61FH,IU9XRLE9,2020-03-15,10:34:21,109,tower82,TCHAOUDJO,10
H3N42UUB,TEKPAR8P,2020-03-15,10:42:52,63,tower42,GOLFE,10
OG6WSZ4Y,PUUV28Y3,2020-03-15,11:07:22,96,tower97,OTI-SUD,11
EW1CU6MB,HDXVWMQ5,2020-03-15,11:07:47,87,tower61,LOME COMMUNE,11
I78A4ZYA,UTP1PFWB,2020-03-15,11:14:59,130,tower9,AGOE-NYIVE,11
W6QZ7S00,QQ8Z3DOV,2020-03-15,11:30:48,70,tower21,BINAH,11
EW1CU6MB,RXXFANJ3,2020-03-15,11:44:15,131,tower7,AGOE-NYIVE,11
FRS832YF,JYY4GIFI,2020-03-15,11:44:27,130,tower61,LOME COMMUNE,11
2B4LACSW,QU7QSVGS,2020-03-15,11:48:27,89,tower65,LOME COMMUNE,11
NRPQOXJW,ISF3IT7O,2020-03-15,11:54:11,124,tower64,LOME COMMUNE,11
OG6WSZ4Y,RH9604A1,2020-03-15,12:13:13,86,tower99,KPENDJAL-OUEST,12
IDOFCO72,64BII0RU,2020-03-15,12:19:11,127,tower14,AKEBOU,12
NIF6UYTN,5M28L1MF,2020-03-15,12:22:01,121,tower88,TCHAOUDJO,12
PUUV28Y3,QPB1YYRY,2020-03-15,12:22:59,118,tower40,GOLFE,12
5M28L1MF,7G8IQ6MS,2020-03-15,12:31:01,119,tower37,GOLFE,12
3D70JPBF,2B4LACSW,2020-03-15,12:44:42,111,tower40,GOLFE,12
OHGI1JNY,4SEEL57M,2020-03-15,12:50:14,119,tower5,AGOE-NYIVE,12
QU7QSVGS,NRPQOXJW,2020-03-15,13:02:55,112,tower89,VO,13
UHX8BQMK,N8HKPIK4,2020-03-15,13:21:01,134,tower53,LOME COMMUNE,13
RR13MTWZ,NRPQOXJW,2020-03-15,13:27:48,123,tower71,OGOU,13
LUJ3QL62,UTP1PFWB,2020-03-15,13:40:02,82,tower4,AGOE-NYIVE,13
OT5GIBEA,YWUR3EKV,2020-03-15,13:45:41,103,tower1,AGOE-NYIVE,13
R4DNBXGL,3D70JPBF,2020-03-15,13:49:44,84,tower73,OTI,13
N6OH31ZA,YWUR3EKV,2020-03-15,14:20:01,89,tower34,GOLFE,14
JRCMCAKE,IDOFCO72,2020-03-15,14:29:49,84,tower25,DANKPEN,14
IDXIWF9Y,786DVPTE,2020-03-15,14:37:19,123,tower71,OGOU,14
OG6WSZ4Y,TKBXHJOX,2020-03-15,14:37:23,109,tower99,KPENDJAL-OUEST,14
8A0F9A5Y,TKBXHJOX,2020-03-15,14:39:40,84,tower34,GOLFE,14
OK4PTTMX,23RJAXQ1,2020-03-15,14:57:40,53,tower73,OTI,14
KQTDS8US,V2J558WL,2020-03-15,15:07:44,121,tower46,KLOTO,15
9QZ0HCVE,786DVPTE,2020-03-15,15:21:42,139,tower4,AGOE-NYIVE,15
N8HKPIK4,UW3JX66G,2020-03-15,15:24:55,92,tower3,AGOE-NYIVE,15
N6OH31ZA,NRPQOXJW,2020-03-15,15:42:11,82,tower61,LOME COMMUNE,15
1DJTB0AG,6EUR8NQU,2020-03-15,15:46:09,115,tower64,LOME COMMUNE,15
YWUR3EKV,GXMHRRRQ,2020-03-15,15:57:45,154,tower47,KOZAH,15
UYRRM4JD,L98725AW,2020-03-15,16:04:25,99,tower90,WAWA,16
9B0R7O7F,SG8WV7D2,2020-03-15,16:25:47,74,tower9,AGOE-NYIVE,16
TEZK7G1F,AZT67X0T,2020-03-15,16:28:11,120,tower74,OTI,16
4SEEL57M,1S9T7ERF,2020-03-15,16:35:16,110,tower27,DANYI,16
4SEEL57M,4SEEL57M,2020-03-15,16:36:38,86,tower27,DANYI,16
OT5GIBEA,YDGVL625,2020-03-15,16:37:04,122,tower3,AGOE-NYIVE,16
W6QZ7S00,GXMHRRRQ,2020-03-15,16:41:03,99,tower29,DOUFELGOU,16
9B0R7O7F,W02707BQ,2020-03-15,16:43:48,146,tower34,GOLFE,16
SVK701Q4,VF8PQW02,2020-03-15,16:46:44,94,tower18,ASSOLI,16
QNE5AS6C,2B4LACSW,2020-03-15,16:48:36,150,tower101,PLAINE DU MO,16
0HHVC11B,RXWZ61FH,2020-03-15,16:59:06,84,tower18,ASSOLI,16
COD1SBB0,DVO6WS7K,2020-03-15,17:19:31,80,tower73,OTI,17
YWUR3EKV,Y2SSO9KF,2020-03-15,17:21:11,81,tower82,TCHAOUDJO,17
OHGI1JNY,I8EZDI9H,2020-03-15,17:32:39,123,tower43,HAHO,17
BDOD6BTL,UW3JX66G,2020-03-15,17:36:17,87,tower8,AGOE-NYIVE,17
COD1SBB0,7G2T9TPC,2020-03-15,17:46:51,141,tower74,OTI,17
FG4TKMTL,QQ8Z3DOV,2020-03-15,17:48:16,130,tower74,OTI,17
EW1CU6MB,QU7QSVGS,2020-03-15,17:56:52,135,tower55,LOME COMMUNE,17
N74H5WB8,23RJAXQ1,2020-03-15,18:01:04,74,tower32,EST-MONO,18
YDGVL625,JTZ8NTNT,2020-03-15,18:14:19,93,tower20,BASSAR,18
I78A4ZYA,CPIQJ5U0,2020-03-15,18:16:36,102,tower89,VO,18
UTP1PFWB,UPUH33XF,2020-03-15,18:23:25,119,tower71,OGOU,18
BWUDB7OK,B5ZATI54,2020-03-15,18:28:34,144,tower61,LOME COMMUNE,18
536AAL2Y,FRS832YF,2020-03-15,18:48:10,68,tower6,AGOE-NYIVE,18
T105K8U0,ISF3IT7O,2020-03-15,19:00:19,88,tower49,KPELE,19
H3N42UUB,N8HKPIK4,2020-03-15,19:18:14,62,tower10,AGOU,19
QQ8Z3DOV,8A0F9A5Y,2020-03-15,19:19:30,57,tower28,DANYI,19
L98725AW,NRPQOXJW,2020-03-15,19:29:15,89,tower78,TCHAMBA,19
RU3LLYRM,UW3JX66G,2020-03-15,19:41:01,97,tower86,TCHAOUDJO,19
OW8BY9KD,OHGI1JNY,2020-03-15,19:55:58,130,tower47,KOZAH,19
LWA939JH,7G2T9TPC,2020-03-15,19:56:55,96,tower65,LOME COMMUNE,19
ZGDN1K5V,JRCMCAKE,2020-03-15,20:14:41,90,tower90,WAWA,20
QPB1YYRY,DGYF840Q,2020-03-15,20:20:08,80,tower96,AMOU,20
BDOD6BTL,NRPQOXJW,2020-03-15,20:47:33,45,tower0,AGOE-NYIVE,20
E35NJHCH,DVO6WS7K,2020-03-15,20:49:26,104,tower23,BLITTA,20
I78A4ZYA,BWUDB7OK,2020-03-15,21:26:36,118,tower61,LOME COMMUNE,21
LUJ3QL62,DGYF840Q,2020-03-15,21:28:32,57,tower58,LOME COMMUNE,21
FMFIYFMH,786DVPTE,2020-03-15,21:36:25,129,tower13,AKEBOU,21
FWGZVNWU,BVAS9K9W,2020-03-15,21:40:18,64,tower63,LOME COMMUNE,21
IDOFCO72,S38K1ZXD,2020-03-15,21:47:17,88,tower27,DANYI,21
QQ8Z3DOV,W02707BQ,2020-03-15,22:01:50,98,tower27,DANYI,22
TEZK7G1F,786DVPTE,2020-03-15,22:06:00,89,tower99,KPENDJAL-OUEST,22
06BA9LHR,ZGDN1K5V,2020-03-15,22:19:13,115,tower29,DOUFELGOU,22
OO66L484,3D70JPBF,2020-03-15,22:19:40,125,tower36,GOLFE,22
T105K8U0,XP0CZNVG,2020-03-15,22:22:05,78,tower28,DANYI,22
JRCMCAKE,CV9F4FO6,2020-03-15,22:23:35,130,tower26,DANKPEN,22
JYY4GIFI,KQTDS8US,2020-03-15,22:28:21,185,tower77,TANDJOARE,22
7G2T9TPC,YWUR3EKV,2020-03-15,22:30:17,107,tower48,KOZAH,22
QQ8Z3DOV,IU9XRLE9,2020-03-15,22:33:43,110,tower12,AGOU,22
SG8WV7D2,1S9T7ERF,2020-03-15,22:36:13,63,tower67,MOYEN-MONO,22
RWO7A9Z2,06BA9LHR,2020-03-15,22:38:41,125,tower54,LOME COMMUNE,22
DVO6WS7K,FYWRH23S,2020-03-15,22:39:35,88,tower48,KOZAH,22
S38K1ZXD,HDXVWMQ5,2020-03-15,22:45:43,84,tower36,GOLFE,22
2B4LACSW,HDXVWMQ5,2020-03-15,22:49:23,98,tower55,LOME COMMUNE,22
GXMHRRRQ,AEOYEEI1,2020-03-15,22:50:35,115,tower90,WAWA,22
YDGVL625,DGYF840Q,2020-03-15,22:58:43,119,tower80,TCHAOUDJO,22
FG4TKMTL,SVK701Q4,2020-03-15,23:03:58,109,tower50,KPENDJAL,23
JYY4GIFI,8FA9GEXM,2020-03-15,23:05:57,120,tower50,KPENDJAL,23
UYRRM4JD,06BA9LHR,2020-03-15,23:18:22,79,tower90,WAWA,23
6KQE9FYV,OHGI1JNY,2020-03-15,23:31:55,64,tower45,KERAN,23
L1DKO6MV,1S9T7ERF,2020-03-15,23:34:21,90,tower84,TCHAOUDJO,23
DVO6WS7K,TV465N8P,2020-03-15,23:58:07,115,tower48,KOZAH,23
CJEB2UOC,8A0F9A5Y,2020-03-16,00:00:18,87,tower78,TCHAMBA,0
LUJ3QL62,YWUR3EKV,2020-03-16,00:10:32,117,tower55,LOME COMMUNE,0
06BA9LHR,XAJI0Y6D,2020-03-16,00:22:20,103,tower44,KERAN,0
UH87QXHH,6RUMEMGE,2020-03-16,00:26:05,69,tower96,AMOU,0
L98725AW,IU9XRLE9,2020-03-16,00:32:24,87,tower82,TCHAOUDJO,0
EW1CU6MB,Y2SSO9KF,2020-03-16,00:51:32,124,tower58,LOME COMMUNE,0
CJEB2UOC,RXXFANJ3,2020-03-16,00:55:11,129,tower78,TCHAMBA,0
UHX8BQMK,QQ8Z3DOV,2020-03-16,00:56:27,88,tower61,LOME COMMUNE,0
9B0R7O7F,FG4TKMTL,2020-03-16,00:56:51,112,tower54,LOME COMMUNE,0
UW3JX66G,NIF6UYTN,2020-03-16,00:58:31,100,tower90,WAWA,0
H3N42UUB,850ILZ3A,2020-03-16,01:04:48,102,tower56,LOME COMMUNE,1
IFOFOESU,SJ02XAIM,2020-03-16,01:52:46,129,tower60,LOME COMMUNE,1
YDGVL625,QPB1YYRY,2020-03-16,01:59:56,62,tower20,BASSAR,1
XAJI0Y6D,OW8BY9KD,2020-03-16,02:04:26,57,tower58,LOME COMMUNE,2
UHX8BQMK,UW3JX66G,2020-03-16,02:47:50,120,tower64,LOME COMMUNE,2
RWO7A9Z2,TV465N8P,2020-03-16,02:57:35,85,tower5,AGOE-NYIVE,2
JRCMCAKE,FMFIYFMH,2020-03-16,03:02:39,128,tower26,DANKPEN,3
88CD40YL,6Y16JW65,2020-03-16,03:03:46,84,tower51,LACS,3
06BA9LHR,EW1CU6MB,2020-03-16,03:14:05,86,tower77,TANDJOARE,3
QPB1YYRY,PUUV28Y3,2020-03-16,03:21:00,97,tower15,ANIE,3
TKBXHJOX,TEKPAR8P,2020-03-16,03:21:32,115,tower40,GOLFE,3
MPQMSOBP,8TG8O2BF,2020-03-16,03:24:28,101,tower84,TCHAOUDJO,3
SG8WV7D2,KQTDS8US,2020-03-16,03:27:23,65,tower90,WAWA,3
UPUH33XF,E35NJHCH,2020-03-16,03:31:54,56,tower1,AGOE-NYIVE,3
Z6A73C32,YWUR3EKV,2020-03-16,03:44:51,155,tower32,EST-MONO,3
YWUR3EKV,UPUH33XF,2020-03-16,04:13:53,108,tower81,TCHAOUDJO,4
QQ8Z3DOV,QU7QSVGS,2020-03-16,04:18:40,62,tower28,DANYI,4
5OV4ISV8,IFOFOESU,2020-03-16,04:23:50,83,tower100,PLAINE DU MO,4
RJWIR8DL,Q5BK8XEM,2020-03-16,05:03:43,82,tower57,LOME COMMUNE,5
3VZAX0RR,MPQMSOBP,2020-03-16,05:06:15,142,tower34,GOLFE,5
DVO6WS7K,FG4TKMTL,2020-03-16,05:14:05,77,tower86,TCHAOUDJO,5
9QZ0HCVE,QQ8Z3DOV,2020-03-16,06:02:22,105,tower3,AGOE-NYIVE,6
Q5BK8XEM,VF8PQW02,2020-03-16,06:10:57,130,tower24,CINKASSE,6
FWGZVNWU,FQ1Z0P2T,2020-03-16,06:33:01,63,tower39,GOLFE,6
6HEE149Y,RXWZ61FH,2020-03-16,06:38:43,89,tower4,AGOE-NYIVE,6
PUUV28Y3,7G8IQ6MS,2020-03-16,06:39:24,115,tower66,LOME COMMUNE,6
06BA9LHR,XZ8HC3LN,2020-03-16,06:45:41,111,tower97,OTI-SUD,6
CHK6RZDS,QNE5AS6C,2020-03-16,06:49:37,114,tower47,KOZAH,6
UPUH33XF,YDW44SWN,2020-03-16,07:05:47,121,tower60,LOME COMMUNE,7
5OV4ISV8,SG8WV7D2,2020-03-16,07:13:24,111,tower102,PLAINE DU MO,7
I78A4ZYA,RU3LLYRM,2020-03-16,07:16:11,71,tower54,LOME COMMUNE,7
CHK6RZDS,DGYF840Q,2020-03-16,07:17:17,120,tower29,DOUFELGOU,7
PUUV28Y3,CO9IM36S,2020-03-16,07:26:29,91,tower35,GOLFE,7
COD1SBB0,UPUH33XF,2020-03-16,07:35:15,122,tower74,OTI,7
IDOFCO72,FWGZVNWU,2020-03-16,07:52:36,114,tower11,AGOU,7
N8HKPIK4,TEZK7G1F,2020-03-16,08:14:41,149,tower41,GOLFE,8
RH9604A1,AZT67X0T,2020-03-16,08:44:52,94,tower86,TCHAOUDJO,8
CHK6RZDS,FMFIYFMH,2020-03-16,08:50:25,73,tower45,KERAN,8
JRCMCAKE,0706DUPJ,2020-03-16,09:04:00,59,tower25,DANKPEN,9
6EUR8NQU,RJWIR8DL,2020-03-16,09:04:02,94,tower17,ASSOLI,9
QPB1YYRY,XP0CZNVG,2020-03-16,09:16:41,105,tower95,AMOU,9
QQ8Z3DOV,8URS19PI,2020-03-16,09:25:47,81,tower28,DANYI,9
RH9604A1,6HEE149Y,2020-03-16,09:29:32,126,tower20,BASSAR,9
0HHVC11B,SQUN4FQ1,2020-03-16,09:31:35,103,tower87,TCHAOUDJO,9
LWA939JH,EEVGEQPH,2020-03-16,09:31:45,101,tower39,GOLFE,9
UPUH33XF,2LI3ERUW,2020-03-16,09:33:28,138,tower3,AGOE-NYIVE,9
QQ8Z3DOV,Z6A73C32,2020-03-16,10:11:01,100,tower14,AKEBOU,10
FMFIYFMH,64BII0RU,2020-03-16,10:13:48,148,tower68,MOYEN-MONO,10
RU3LLYRM,OHGI1JNY,2020-03-16,10:14:45,103,tower44,KERAN,10
536AAL2Y,GXMHRRRQ,2020-03-16,10:20:15,119,tower51,LACS,10
N74H5WB8,C18O8PW7,2020-03-16,10:39:48,123,tower16,ANIE,10
6Y16JW65,AEOYEEI1,2020-03-16,10:56:25,89,tower78,TCHAMBA,10
PUUV28Y3,XAJI0Y6D,2020-03-16,11:06:10,66,tower62,LOME COMMUNE,11
OG6WSZ4Y,7N3IRJTC,2020-03-16,11:39:16,84,tower99,KPENDJAL-OUEST,11
MPQMSOBP,RWO7A9Z2,2020-03-16,11:57:44,130,tower17,ASSOLI,11
Z6A73C32,C18O8PW7,2020-03-16,11:58:35,123,tower32,EST-MONO,11
HNHOUXJM,COD1SBB0,2020-03-16,12:01:33,122,tower15,ANIE,12
06BA9LHR,W02707BQ,2020-03-16,12:06:58,127,tower97,OTI-SUD,12
QQ8Z3DOV,D8F040KM,2020-03-16,12:07:21,127,tower27,DANYI,12
CV9MTN0Y,OW8BY9KD,2020-03-16,12:23:37,88,tower26,DANKPEN,12
OK4PTTMX,786DVPTE,2020-03-16,12:31:46,59,tower97,OTI-SUD,12
3H7ROWGG,QQ8Z3DOV,2020-03-16,12:44:09,126,tower3,AGOE-NYIVE,12
TV465N8P,OW8BY9KD,2020-03-16,12:49:10,133,tower72,OGOU,12
E35NJHCH,DGYF840Q,2020-03-16,13:12:50,120,tower32,EST-MONO,13
0HHVC11B,BVAS9K9W,2020-03-16,13:12:54,56,tower80,TCHAOUDJO,13
UH87QXHH,C18O8PW7,2020-03-16,13:17:33,125,tower27,DANYI,13
SG8WV7D2,UTP1PFWB,2020-03-16,13:30:12,101,tower15,ANIE,13
Q5BK8XEM,FYWRH23S,2020-03-16,13:49:34,74,tower45,KERAN,13
7G2T9TPC,B5ZATI54,2020-03-16,13:51:00,140,tower19,BASSAR,13
FQ1Z0P2T,8A0F9A5Y,2020-03-16,13:53:53,84,tower88,TCHAOUDJO,13
ZGDN1K5V,LUJ3QL62,2020-03-16,14:01:56,74,tower49,KPELE,14
N74H5WB8,KQTDS8US,2020-03-16,14:03:14,113,tower32,EST-MONO,14
N8HKPIK4,W02707BQ,2020-03-16,14:03:39,113,tower1,AGOE-NYIVE,14
OT5GIBEA,NRPQOXJW,2020-03-16,15:12:05,85,tower6,AGOE-NYIVE,15
JYY4GIFI,3H7ROWGG,2020-03-16,15:21:11,103,tower50,KPENDJAL,15
OG6WSZ4Y,CHK6RZDS,2020-03-16,15:31:39,90,tower74,OTI,15
T105K8U0,GXMHRRRQ,2020-03-16,15:32:32,65,tower49,KPELE,15
ZGDN1K5V,XAJI0Y6D,2020-03-16,15:44:35,119,tower10,AGOU,15
S38K1ZXD,T105K8U0,2020-03-16,15:47:59,111,tower55,LOME COMMUNE,15
NIF6UYTN,GQZH5IFP,2020-03-16,15:49:02,63,tower86,TCHAOUDJO,15
ZGDN1K5V,PUUV28Y3,2020-03-16,15:59:27,136,tower46,KLOTO,15
RJWIR8DL,Z4G9GYD1,2020-03-16,16:00:07,101,tower55,LOME COMMUNE,16
4SEEL57M,CO9IM36S,2020-03-16,16:10:42,84,tower49,KPELE,16
I8EZDI9H,3D70JPBF,2020-03-16,16:17:54,127,tower63,LOME COMMUNE,16
4SEEL57M,M3MCR0YC,2020-03-16,16:38:48,73,tower28,DANYI,16
EW1CU6MB,IDOFCO72,2020-03-16,16:40:20,99,tower54,LOME COMMUNE,16
Q5BK8XEM,S38K1ZXD,2020-03-16,16:41:23,145,tower77,TANDJOARE,16
H3N42UUB,IDOFCO72,2020-03-16,17:04:00,132,tower53,LOME COMMUNE,17
FWGZVNWU,BDOD6BTL,2020-03-16,17:45:25,97,tower4,AGOE-NYIVE,17
23RJAXQ1,6EUR8NQU,2020-03-16,17:51:37,114,tower30,DOUFELGOU,17
XAJI0Y6D,UUQXQRFE,2020-03-16,17:52:12,101,tower41,GOLFE,17
6EUR8NQU,B5ZATI54,2020-03-16,18:08:34,136,tower84,TCHAOUDJO,18
